year,month,day,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2015,3,21,36.6065,-98.3812,5.97,3.2,ml,,,,0.32,us,us10001pds,2015-06-09T21:30:00.040Z,"11km NW of Helena, Oklahoma",earthquake,2.7,7.1,,,reviewed,tul,tul
2015,3,21,36.3506,-97.0884,5,3.6,mwr,,56,,0.59,us,us10001pd7,2015-06-09T21:30:00.040Z,"19km ENE of Perry, Oklahoma",earthquake,2.4,1.5,0.045,48,reviewed,tul,us
2015,3,21,37.1958,-98.0041,5,2.5,mb_lg,,87,0.04,0.34,us,us10001pnb,2015-07-19T22:48:38.310Z,"5km NNE of Anthony, Kansas",earthquake,1.2,2,0.142,13,reviewed,us,us
2015,3,21,36.9452,-97.6293,7.049,2.7,ml,,58,,0.62,us,us10001pv1,2015-06-09T21:30:00.040Z,"9km SSW of Caldwell, Kansas",earthquake,1.3,5.3,,,reviewed,tul,tul
2015,3,21,35.7439,-97.39,5.108,2.9,ml,,52,,0.61,us,us10001pcq,2015-06-09T21:30:00.040Z,"12km NE of Edmond, Oklahoma",earthquake,1.6,7.5,,,reviewed,tul,tul
2015,3,21,36.6602,-97.968,5.591,2.5,ml,,67,,0.5,us,us10001pug,2015-06-09T21:30:00.040Z,"26km SW of Medford, Oklahoma",earthquake,1.7,7.7,,,reviewed,tul,tul
2015,3,21,36.6319,-97.6528,6.314,2.8,ml,,61,,0.4,us,us10001pu8,2015-06-09T21:30:00.040Z,"20km SSE of Medford, Oklahoma",earthquake,2.2,8,,,reviewed,tul,tul
2015,3,21,35.7456,-97.3905,4.29,2.5,ml,,53,,0.51,us,us10001pbv,2015-06-09T21:30:00.040Z,"12km NE of Edmond, Oklahoma",earthquake,3.3,1.5,,,reviewed,tul,tul
2015,3,20,36.1139,-97.2316,4.597,2.7,ml,,81,,0.65,us,us10001pbe,2015-06-09T21:29:59.040Z,"15km W of Stillwater, Oklahoma",earthquake,1.1,7.5,,,reviewed,tul,tul
2015,3,20,36.546,-98.5577,5.454,2.7,ml,,147,,0.7,us,us10001p66,2015-06-09T21:29:59.040Z,"25km W of Helena, Oklahoma",earthquake,2.2,7.4,,,reviewed,tul,tul
2015,3,20,36.58,-97.597,5.656,3.2,ml,,,,0.75,us,us10001p46,2015-06-09T21:29:59.040Z,"27km WSW of Tonkawa, Oklahoma",earthquake,3.1,7.6,,,reviewed,tul,tul
2015,3,20,36.4781,-98.8304,5,2.7,ml,,128,,0.51,us,us10001p5u,2015-06-09T21:29:59.040Z,"33km E of Mooreland, Oklahoma",earthquake,2.2,2,,,reviewed,tul,tul
2015,3,19,35.7412,-97.3794,4.621,2.7,ml,,51,,0.72,us,us10001p12,2015-06-09T21:29:58.040Z,"13km NE of Edmond, Oklahoma",earthquake,1.6,4.8,,,reviewed,tul,tul
2015,3,19,35.743,-97.3789,3.768,2.6,ml,,65,,0.59,us,us10001p1g,2015-06-09T21:29:58.040Z,"13km NE of Edmond, Oklahoma",earthquake,0.9,7.7,,,reviewed,tul,tul
2015,3,19,36.7577,-98.7007,5,2.6,ml,,147,,0.48,us,us10001p0l,2015-06-09T21:29:58.040Z,"6km SSW of Alva, Oklahoma",earthquake,2.3,2,,,reviewed,tul,tul
2015,3,19,36.4363,-98.6976,5,2.6,ml,,138,,0.48,us,us10001p8u,2015-06-09T21:29:58.040Z,"26km NW of Fairview, Oklahoma",earthquake,1.8,2,,,reviewed,tul,tul
2015,3,19,35.8186,-97.4393,4.329,2.6,ml,,106,,0.65,us,us10001nx2,2015-06-09T21:29:58.040Z,"6km S of Guthrie, Oklahoma",earthquake,1.8,6.7,,,reviewed,tul,tul
2015,3,19,36.6029,-97.6077,6.114,3.1,ml,,64,,0.51,us,us10001nuf,2015-06-09T21:29:57.040Z,"25km SSE of Medford, Oklahoma",earthquake,1.2,7.9,,,reviewed,tul,tul
2015,3,19,36.0101,-97.1049,4.755,2.8,ml,,69,,0.65,us,us10001nu5,2015-06-09T21:29:57.040Z,"7km WNW of Perkins, Oklahoma",earthquake,1.3,7.3,,,reviewed,tul,tul
2015,3,19,36.2624,-97.3063,5.53,2.5,ml,,48,,0.63,us,us10001nup,2015-06-09T21:29:57.040Z,"3km SSW of Perry, Oklahoma",earthquake,1.6,7.8,,,reviewed,tul,tul
2015,3,19,36.6605,-97.8656,6.605,2.8,ml,,44,,0.59,us,us10001nrq,2015-06-09T21:29:57.040Z,"20km SW of Medford, Oklahoma",earthquake,1.1,6.5,,,reviewed,tul,tul
2015,3,19,36.6325,-97.6551,5.513,2.7,ml,,61,,0.63,us,us10001nus,2015-06-09T21:29:57.040Z,"20km SSE of Medford, Oklahoma",earthquake,1.3,7.1,,,reviewed,tul,tul
2015,3,19,35.8164,-97.4179,5.652,2.5,ml,,58,,0.64,us,us10001nvg,2015-06-09T21:29:57.040Z,"6km S of Guthrie, Oklahoma",earthquake,1.4,4.4,,,reviewed,tul,tul
2015,3,19,37.044,-97.8378,5,2.6,mb_lg,,56,0.07,0.68,us,us10001nzz,2015-07-19T22:47:31.830Z,"20km W of Caldwell, Kansas",earthquake,1.2,2,0.109,25,reviewed,us,us
2015,3,19,36.4712,-97.1655,6.69,2.8,ml,,57,,0.31,us,us10001nv5,2015-06-09T21:29:57.040Z,"22km NNE of Perry, Oklahoma",earthquake,1.1,6.7,,,reviewed,tul,tul
2015,3,18,36.9421,-97.6278,4.94,2.6,ml,,57,,0.47,us,us10001nm1,2015-06-04T00:46:26.040Z,"10km S of Caldwell, Kansas",earthquake,1.4,7,,,reviewed,tul,tul
2015,3,18,36.6312,-97.655,6.209,2.7,ml,,78,,0.47,us,us10001nlh,2015-06-04T00:46:26.040Z,"20km SSE of Medford, Oklahoma",earthquake,1.7,7.8,,,reviewed,tul,tul
2015,3,18,36.753,-97.5563,8.035,2.9,ml,,65,,0.55,us,us10001nle,2015-06-04T00:46:26.040Z,"16km ESE of Medford, Oklahoma",earthquake,2.7,6,,,reviewed,tul,tul
2015,3,18,36.7794,-98.0299,6.489,3,ml,,72,,0.49,us,us10001qza,2015-06-04T00:46:26.040Z,"26km W of Medford, Oklahoma",earthquake,3.2,7.8,,,reviewed,tul,tul
2015,3,18,35.811,-97.2357,5.827,2.8,ml,,84,,0.62,us,us10001nex,2015-06-04T00:46:25.040Z,"14km S of Langston, Oklahoma",earthquake,2.3,6.9,,,reviewed,tul,tul
2015,3,17,36.5995,-97.6222,2.381,3.9,mwr,,65,,0.8,us,us10001nbd,2015-12-31T00:59:12.970Z,"25km SSE of Medford, Oklahoma",earthquake,0.7,6.4,0.075,17,reviewed,tul,us
2015,3,17,36.6538,-97.8744,6,2.6,ml,,64,,0.52,us,us10001n5g,2015-06-04T00:46:24.040Z,"21km SW of Medford, Oklahoma",earthquake,1.2,3.8,,,reviewed,tul,tul
2015,3,17,35.5441,-96.7609,5,2.8,ml,,65,,0.64,us,us10001n36,2015-06-04T00:46:24.040Z,"9km NW of Prague, Oklahoma",earthquake,0.9,4.7,,,reviewed,tul,tul
2015,3,17,36.3316,-97.198,5,2.5,ml,,113,,0.42,us,us10001n3h,2015-06-04T00:46:24.040Z,"9km ENE of Perry, Oklahoma",earthquake,1,2,,,reviewed,tul,tul
2015,3,17,36.7498,-98.0678,5.477,2.8,ml,,80,,0.55,us,us10001n5a,2015-06-04T00:46:24.040Z,"25km E of Cherokee, Oklahoma",earthquake,2.6,7.7,,,reviewed,tul,tul
2015,3,17,36.66,-97.87,5,2.7,ml,,,,0.72,us,us10001mzt,2015-06-04T00:46:24.040Z,"20km SW of Medford, Oklahoma",earthquake,1,7,,,reviewed,tul,tul
2015,3,17,37.0062,-97.8195,5,3.2,mb_lg,,36,0.11,0.59,us,us10001mzg,2015-07-19T22:47:04.570Z,"19km W of Caldwell, Kansas",earthquake,2.5,2,0.054,88,reviewed,us,us
2015,3,17,36.1157,-97.5353,5.506,2.5,ml,,90,,0.39,us,us10001n52,2015-06-04T00:46:23.040Z,"18km NNE of Crescent, Oklahoma",earthquake,1.1,7.4,,,reviewed,tul,tul
2015,3,17,36.8345,-97.8714,4.152,2.6,ml,,66,,0.48,us,us10001n3j,2015-06-04T00:46:23.040Z,"12km WNW of Medford, Oklahoma",earthquake,1,6.1,,,reviewed,tul,tul
2015,3,17,36.36,-97.1017,4.799,3.1,ml,,56,,0.54,us,us10001mxc,2015-06-04T00:46:23.040Z,"18km ENE of Perry, Oklahoma",earthquake,1.9,7.8,,,reviewed,tul,tul
2015,3,16,35.8094,-97.2352,7.112,3.4,ml,,66,,0.68,us,us10001mx8,2015-06-04T00:46:23.040Z,"15km S of Langston, Oklahoma",earthquake,2.6,7.4,,,reviewed,tul,tul
2015,3,16,37.0335,-97.8256667,1.26,2.62,ml,12,99,0.08377,0.05,ismpkansas,ismpkansas70084073,2015-07-19T22:46:54.420Z,Kansas,earthquake,0.21,0.32,0.162,14,reviewed,ismp,ismp
2015,3,16,35.8141,-97.45,5.268,2.6,ml,,108,,0.28,us,us10001mwk,2015-06-04T00:46:23.040Z,"7km SSW of Guthrie, Oklahoma",earthquake,1.7,2.8,,,reviewed,tul,tul
2015,3,16,36.6343,-97.6491,5.8,2.8,ml,,90,,0.85,us,us10001mtp,2015-06-04T00:46:23.040Z,"20km SSE of Medford, Oklahoma",earthquake,1.4,7.1,,,reviewed,tul,tul
2015,3,16,36.63,-98.0972,6.359,2.8,ml,,87,,0.36,us,us10001msx,2015-06-04T00:46:22.040Z,"18km ENE of Helena, Oklahoma",earthquake,1.2,4.5,,,reviewed,tul,tul
2015,3,16,35.8192,-97.4471,5,2.6,ml,,69,,0.37,us,us10001msv,2015-06-04T00:46:22.040Z,"6km SSW of Guthrie, Oklahoma",earthquake,0.9,1.7,,,reviewed,tul,tul
2015,3,16,35.812,-97.2366,5.73,3,ml,,78,,0.36,us,us10001msn,2015-06-04T00:46:22.040Z,"14km S of Langston, Oklahoma",earthquake,1.2,6.2,,,reviewed,tul,tul
2015,3,16,35.8121,-97.2395,4.3,3,ml,,78,,0.54,us,us10001ms3,2015-06-04T00:46:22.040Z,"14km S of Langston, Oklahoma",earthquake,1.6,7.6,,,reviewed,tul,tul
2015,3,16,35.8053,-97.233,6.955,3.2,ml,,72,,0.55,us,us10001mqr,2015-06-04T00:46:22.040Z,"15km S of Langston, Oklahoma",earthquake,1.7,7.3,,,reviewed,tul,tul
2015,3,16,36.6331,-97.651,5.596,2.8,ml,,90,,1.23,us,us10001mqb,2015-06-04T00:46:22.040Z,"20km SSE of Medford, Oklahoma",earthquake,1.4,7,,,reviewed,tul,tul
2015,3,16,36.9533,-97.6203,5,2.6,ml,,105,,0.72,us,us10001msf,2015-06-04T00:46:22.040Z,"8km S of Caldwell, Kansas",earthquake,1.1,2,,,reviewed,tul,tul
2015,3,16,35.8085,-97.2378,5.702,2.5,ml,,65,,0.59,us,us10001mss,2015-06-04T00:46:22.040Z,"15km S of Langston, Oklahoma",earthquake,1.1,5.5,,,reviewed,tul,tul
2015,3,16,37.1932,-97.8698,7.39,2.8,mb_lg,,34,0.008,0.38,us,us10001mpu,2015-07-19T22:46:33.000Z,"14km ENE of Anthony, Kansas",earthquake,3.5,6.1,0.083,38,reviewed,us,us
2015,3,16,37.2107,-97.8802,8.63,3.5,mb_lg,,15,0.013,0.63,us,us10001mps,2015-07-19T22:46:46.890Z,"14km ENE of Anthony, Kansas",earthquake,2.9,4.7,0.044,132,reviewed,us,us
2015,3,16,37.1995,-97.888,7.36,2.56,ml,11,66,0.007647,0.03,ismpkansas,ismpkansas70083933,2015-07-19T22:46:29.170Z,Kansas,earthquake,0.18,0.26,0.191,10,reviewed,ismp,ismp
2015,3,16,36.6001,-97.3451,8.013,2.6,ml,,54,,0.51,us,us10001mva,2015-06-04T00:46:22.040Z,"9km SSW of Tonkawa, Oklahoma",earthquake,1,6.9,,,reviewed,tul,tul
2015,3,15,35.8223,-97.4439,4.671,2.6,ml,,75,,0.5,us,us10001mvw,2015-06-04T00:46:21.040Z,"6km SSW of Guthrie, Oklahoma",earthquake,1.3,2.8,,,reviewed,tul,tul
2015,3,15,35.7407,-97.3621,4.458,2.6,ml,,49,,0.6,us,us10001mmy,2015-06-04T00:46:21.040Z,"14km NE of Edmond, Oklahoma",earthquake,1,7.1,,,reviewed,tul,tul
2015,3,15,36.6262,-97.66,5.64,2.8,ml,,62,,0.47,us,us10001mwq,2015-06-04T00:46:20.040Z,"21km SSE of Medford, Oklahoma",earthquake,1.4,7.2,,,reviewed,tul,tul
2015,3,15,36.5994,-97.3531,5.106,2.9,ml,,53,,0.47,us,us10001mh9,2015-06-04T00:46:20.040Z,"9km SSW of Tonkawa, Oklahoma",earthquake,2,7.8,,,reviewed,tul,tul
2015,3,15,36.2641,-97.2792,5.422,3.1,ml,,49,,0.45,us,us10001mh8,2015-06-04T00:46:20.040Z,"2km SSE of Perry, Oklahoma",earthquake,0.9,7.6,,,reviewed,tul,tul
2015,3,15,36.629,-97.6631,5,2.6,ml,,67,,0.58,us,us10001mgn,2015-06-04T00:46:20.040Z,"20km SSE of Medford, Oklahoma",earthquake,2.3,7.6,,,reviewed,tul,tul
2015,3,14,36.6026,-97.3488,5.827,2.9,ml,,54,,0.82,us,us10001mf4,2015-06-04T00:46:20.040Z,"9km SSW of Tonkawa, Oklahoma",earthquake,3.2,7.7,,,reviewed,tul,tul
2015,3,14,36.7445,-97.6287,5,3.1,ml,,,,0.67,us,us10001mca,2015-06-04T00:46:19.040Z,"11km SE of Medford, Oklahoma",earthquake,2.2,0.8,,,reviewed,tul,tul
2015,3,14,37.0846667,-97.6511667,5.07,2.55,ml,11,88,0.05769,0.05,ismpkansas,ismpkansas70083618,2015-07-19T22:46:03.200Z,Kansas,earthquake,0.23,0.85,0.183,13,reviewed,ismp,ismp
2015,3,14,36.367,-97.161,5,2.7,ml,,,,0.52,us,us10001mb1,2015-06-04T00:46:19.040Z,"14km NE of Perry, Oklahoma",earthquake,2.2,6.2,,,reviewed,tul,tul
2015,3,13,36.1102,-97.5408,5.428,2.8,ml,,63,,0.71,us,us10001m9h,2015-06-04T00:46:19.040Z,"18km NNE of Crescent, Oklahoma",earthquake,1.3,7.6,,,reviewed,tul,tul
2015,3,13,35.3241,-97.958,9.345,2.6,ml,,131,,0.68,us,us10001n9m,2015-06-04T00:46:18.040Z,"1km NW of Minco, Oklahoma",earthquake,2.7,5.8,,,reviewed,tul,tul
2015,3,13,36.6881,-97.7497,4.9,2.6,ml,,50,,0.85,us,us10001niw,2015-06-04T00:46:18.040Z,"13km S of Medford, Oklahoma",earthquake,1.1,6.9,,,reviewed,tul,tul
2015,3,13,36.5116,-99.0311,10.377,2.8,ml,,237,,0.74,us,us10001m8n,2015-06-04T00:46:18.040Z,"17km ENE of Mooreland, Oklahoma",earthquake,3.1,4.4,,,reviewed,tul,tul
2015,3,13,36.2864,-96.9041,5.122,2.5,ml,,67,,0.5,us,us10001nir,2015-06-04T00:46:18.040Z,"10km WSW of Pawnee, Oklahoma",earthquake,1.2,5.9,,,reviewed,tul,tul
2015,3,13,35.4371,-97.0079,5.635,2.5,ml,,241,,0.38,us,us10001mlg,2015-06-04T00:46:18.040Z,"7km E of McLoud, Oklahoma",earthquake,2.2,7.8,,,reviewed,tul,tul
2015,3,13,36.6858,-97.7544,6.633,2.8,ml,,62,,0.64,us,us10001nim,2015-06-04T00:46:18.040Z,"13km S of Medford, Oklahoma",earthquake,1.5,6.7,,,reviewed,tul,tul
2015,3,13,36.944,-97.6331,5,2.6,ml,,63,,0.46,us,us10001ni3,2015-06-04T00:46:18.040Z,"10km SSW of Caldwell, Kansas",earthquake,1.3,2,,,reviewed,tul,tul
2015,3,13,35.9652,-97.1125,5,2.6,ml,,77,,0.54,us,us10001m9g,2015-06-04T00:46:18.040Z,"7km W of Perkins, Oklahoma",earthquake,1.3,7.1,,,reviewed,tul,tul
2015,3,13,36.9396,-97.635,2.3,3.3,ml,,56,,0.67,us,us10001m2s,2015-06-04T00:46:18.040Z,"10km SSW of Caldwell, Kansas",earthquake,1.4,2,,,reviewed,tul,tul
2015,3,13,35.745,-97.379,5.594,2.5,ml,,,,0.61,us,us10001ml4,2015-06-04T00:46:18.040Z,"13km NE of Edmond, Oklahoma",earthquake,1.1,3.8,,,reviewed,tul,tul
2015,3,13,35.7455,-97.3819,6.194,3.1,ml,,52,,0.53,us,us10001m26,2015-06-04T00:46:18.040Z,"13km NE of Edmond, Oklahoma",earthquake,1.6,6.4,,,reviewed,tul,tul
2015,3,13,35.7459,-97.3817,5.803,2.9,ml,,52,,0.47,us,us10001m28,2015-06-04T00:46:18.040Z,"13km NE of Edmond, Oklahoma",earthquake,1.4,5.2,,,reviewed,tul,tul
2015,3,13,35.9524,-96.7731,4.375,2.8,ml,,101,,0.49,us,us10001m20,2015-06-04T00:46:18.040Z,"3km S of Cushing, Oklahoma",earthquake,1.8,2.3,,,reviewed,tul,tul
2015,3,13,35.744,-97.3777,5,3,ml,,51,,0.85,us,us10001m1w,2015-06-04T00:46:18.040Z,"13km NE of Edmond, Oklahoma",earthquake,1.5,5.3,,,reviewed,tul,tul
2015,3,13,36.625,-97.6706,5.242,2.9,ml,,65,,0.64,us,us10001m16,2015-06-04T00:46:17.040Z,"20km SSE of Medford, Oklahoma",earthquake,2.2,7.5,,,reviewed,tul,tul
2015,3,12,36.6284,-97.6667,5.274,3.9,mwr,,48,,0.48,us,us10001lyg,2015-06-04T00:46:17.040Z,"20km SSE of Medford, Oklahoma",earthquake,2.6,7.2,0.049,40,reviewed,tul,us
2015,3,12,35.7442,-97.3855,4.225,2.8,ml,,118,,0.39,us,us10001m98,2015-06-04T00:46:17.040Z,"13km NE of Edmond, Oklahoma",earthquake,1.1,4.2,,,reviewed,tul,tul
2015,3,12,35.7428,-97.3824,4.163,2.7,ml,,85,,0.62,us,us10001m95,2015-06-04T00:46:17.040Z,"13km NE of Edmond, Oklahoma",earthquake,3.2,7.6,,,reviewed,tul,tul
2015,3,12,36.6245,-97.6668,6.859,2.7,ml,,62,,0.92,us,us10001lwy,2015-06-04T00:46:17.040Z,"21km SSE of Medford, Oklahoma",earthquake,0.9,7.2,,,reviewed,tul,tul
2015,3,12,36.8699,-98.1167,5,3.1,ml,,108,,0.3,us,us10001lvf,2015-06-04T00:46:17.040Z,"24km ENE of Cherokee, Oklahoma",earthquake,2.1,6.6,,,reviewed,tul,tul
2015,3,12,36.5202,-98.0877,6.529,2.5,ml,,96,,0.36,us,us10001n5z,2015-06-04T00:46:16.040Z,"16km E of Helena, Oklahoma",earthquake,1.7,1.2,,,reviewed,tul,tul
2015,3,12,35.7426,-97.3777,3.98,2.5,ml,,,,0.63,us,us10001lu2,2015-06-04T00:46:16.040Z,"13km NE of Edmond, Oklahoma",earthquake,1.5,6,,,reviewed,tul,tul
2015,3,11,35.7431,-97.3846,4.876,2.5,ml,,85,,0.39,us,us10001ltm,2015-05-28T00:48:42.040Z,"13km NE of Edmond, Oklahoma",earthquake,2.7,7.3,,,reviewed,tul,tul
2015,3,11,35.7424,-97.3882,5.437,2.5,ml,,70,,0.63,us,us10001ltv,2015-05-28T00:48:42.040Z,"12km NE of Edmond, Oklahoma",earthquake,2,7.4,,,reviewed,tul,tul
2015,3,11,36.7463,-98.3616,5,2.7,ml,,116,,0.51,us,us10001ney,2015-05-28T00:48:42.040Z,"1km SSW of Cherokee, Oklahoma",earthquake,1.3,6.1,,,reviewed,tul,tul
2015,3,11,36.5197,-99.0239,5,2.6,ml,,236,,0.5,us,us10001lnq,2015-05-28T00:48:42.040Z,"18km ENE of Mooreland, Oklahoma",earthquake,2.3,2,,,reviewed,tul,tul
2015,3,11,36.8676,-98.1146,5,2.5,ml,,113,,0.34,us,us10001lpm,2015-05-28T00:48:42.040Z,"24km ENE of Cherokee, Oklahoma",earthquake,1.2,4.7,,,reviewed,tul,tul
2015,3,11,36.8773,-98.2165,3.955,2.5,ml,,114,,0.54,us,us10001lpd,2015-05-28T00:48:42.040Z,"18km NE of Cherokee, Oklahoma",earthquake,1.2,6,,,reviewed,tul,tul
2015,3,11,36.8745,-98.2179,3.992,2.6,ml,,114,,0.64,us,us10001lmc,2015-05-28T00:48:42.040Z,"18km NE of Cherokee, Oklahoma",earthquake,1.4,5.7,,,reviewed,tul,tul
2015,3,11,36.2731,-97.6433,5.526,2.6,ml,,79,,0.45,us,us10001lk1,2015-05-28T00:48:42.040Z,"22km E of Waukomis, Oklahoma",earthquake,1.4,7.6,,,reviewed,tul,tul
2015,3,11,36.1157,-97.3075,4.852,3.3,ml,,65,,0.55,us,us10001lja,2015-05-28T00:48:42.040Z,"19km S of Perry, Oklahoma",earthquake,1.5,7.6,,,reviewed,tul,tul
2015,3,11,37.0687,-97.8937,11.2,2.9,mb_lg,,56,0.124,0.14,us,us10001liw,2015-07-19T22:44:40.640Z,"15km SE of Anthony, Kansas",earthquake,1.1,3.8,0.068,56,reviewed,us,us
2015,3,11,36.5194,-98.9897,5,2.6,ml,,222,,0.43,us,us10001lj8,2015-05-28T00:48:42.040Z,"21km ENE of Mooreland, Oklahoma",earthquake,3.2,2,,,reviewed,tul,tul
2015,3,11,35.8209,-97.4342,2.713,2.5,ml,,68,,0.78,us,us10001lhd,2015-05-28T00:48:42.040Z,"6km S of Guthrie, Oklahoma",earthquake,1.8,4.9,,,reviewed,tul,tul
2015,3,11,35.986,-97.2091,3.941,2.5,ml,,59,,0.6,us,us10001llv,2015-05-28T00:48:41.040Z,"6km NE of Langston, Oklahoma",earthquake,1.3,7.2,,,reviewed,tul,tul
2015,3,10,36.2651,-97.2761,5.405,3,ml,,49,,0.64,us,us10001ldj,2015-05-28T00:48:41.040Z,"2km SSE of Perry, Oklahoma",earthquake,1.2,6.7,,,reviewed,tul,tul
2015,3,10,36.8122,-98.2735,5,2.6,ml,,114,,0.75,us,us10001ld6,2015-05-28T00:48:41.040Z,"9km NE of Cherokee, Oklahoma",earthquake,2.1,2,,,reviewed,tul,tul
2015,3,10,36.5159,-99.0161,7.088,2.5,ml,,192,,0.37,us,us10001ld9,2015-05-28T00:48:41.040Z,"18km ENE of Mooreland, Oklahoma",earthquake,2.2,5.5,,,reviewed,tul,tul
2015,3,10,36.2065,-96.7336,3.413,2.9,ml,,196,,1.11,us,us10001l7f,2015-05-28T00:48:40.040Z,"10km NNW of Yale, Oklahoma",earthquake,1.5,7.8,,,reviewed,tul,tul
2015,3,10,36.7514,-97.5342,6.58,3.3,mwr,,69,,0.45,us,us10001l5w,2015-05-28T00:48:40.040Z,"18km ESE of Medford, Oklahoma",earthquake,1.4,7.5,,14,reviewed,tul,slm
2015,3,9,35.541,-97.2425,6.048,3,ml,,132,,0.63,us,us10001l46,2015-05-28T00:48:40.040Z,"4km SE of Jones, Oklahoma",earthquake,2.2,6.6,,,reviewed,tul,tul
2015,3,9,36.6262,-97.6635,5.307,2.6,ml,,62,,0.43,us,us10001l3t,2015-05-28T00:48:40.040Z,"21km SSE of Medford, Oklahoma",earthquake,1.2,7.5,,,reviewed,tul,tul
2015,3,9,36.8839,-98.296,5.549,2.8,ml,,,,0.58,us,usc000twug,2015-05-28T00:48:40.040Z,"15km NNE of Cherokee, Oklahoma",earthquake,3.9,2.5,,,reviewed,tul,tul
2015,3,9,35.8189,-97.4484,3.456,2.5,ml,,74,,0.41,us,usc000twtg,2015-05-28T00:48:40.040Z,"6km SSW of Guthrie, Oklahoma",earthquake,1.6,7.2,,,reviewed,tul,tul
2015,3,9,36.6613,-97.8595,6.457,2.5,ml,,44,,0.29,us,usc000tws8,2015-05-28T00:48:40.040Z,"19km SW of Medford, Oklahoma",earthquake,0.9,6.5,,,reviewed,tul,tul
2015,3,9,36.0852,-96.8566,5.272,2.7,ml,,51,,0.56,us,usc000twrg,2015-05-28T00:48:39.040Z,"13km NW of Cushing, Oklahoma",earthquake,1.6,5.5,,,reviewed,tul,tul
2015,3,9,36.6297,-97.6617,5.205,2.7,ml,,61,,0.34,us,usc000twrc,2015-05-28T00:48:39.040Z,"20km SSE of Medford, Oklahoma",earthquake,1.2,7.1,,,reviewed,tul,tul
2015,3,9,35.8206,-97.4384,4.897,3.1,mwr,,,,0,us,usc000twql,2015-05-28T00:48:39.040Z,"6km S of Guthrie, Oklahoma",earthquake,0,0,,8,reviewed,tul,slm
2015,3,9,36.6004,-97.6373,2.748,2.9,ml,,65,,0.62,us,usc000twqf,2015-05-28T00:48:39.040Z,"24km SSE of Medford, Oklahoma",earthquake,1.5,6.7,,,reviewed,tul,tul
2015,3,9,36.5129,-99.0228,8.719,2.9,ml,,233,,0.98,us,usc000twpr,2015-05-28T00:48:39.040Z,"18km ENE of Mooreland, Oklahoma",earthquake,3,6.1,,,reviewed,tul,tul
2015,3,9,35.8144,-97.4511,5,3.2,ml,,69,,0.8,us,usc000twpe,2015-05-28T00:48:39.040Z,"7km SSW of Guthrie, Oklahoma",earthquake,4.9,7.1,,,reviewed,tul,tul
2015,3,9,35.815,-97.4481,4.525,3.7,mwr,,69,,1.52,us,usc000twp6,2016-06-01T18:11:58.989Z,"7km SSW of Guthrie, Oklahoma",earthquake,2.2,5.4,,11,reviewed,tul,slm
2015,3,8,36.2692,-97.2888,5.586,3.3,ml,,58,,0.22,us,usc000twmi,2015-05-28T00:48:39.040Z,"2km S of Perry, Oklahoma",earthquake,1.6,7.6,,,reviewed,tul,tul
2015,3,8,35.8276,-97.4334,1.113,2.7,ml,,105,,0.86,us,us10001rba,2015-05-28T00:48:38.040Z,"5km S of Guthrie, Oklahoma",earthquake,2.1,7.8,,,reviewed,tul,tul
2015,3,8,36.6146,-97.6436,5.559,3,ml,,63,,0.35,us,usc000twk1,2015-05-28T00:48:38.040Z,"22km SSE of Medford, Oklahoma",earthquake,1.3,7.6,,,reviewed,tul,tul
2015,3,8,35.6348,-97.274,5.823,3.3,mwr,,57,,0.55,us,usc000twjy,2015-05-28T00:48:38.040Z,"7km N of Jones, Oklahoma",earthquake,2.5,6,,9,reviewed,tul,slm
2015,3,8,36.6304,-97.6542,5.401,3,ml,,61,,0.32,us,usc000twjm,2015-05-28T00:48:38.040Z,"20km SSE of Medford, Oklahoma",earthquake,1.8,7.9,,,reviewed,tul,tul
2015,3,8,36.6352,-97.6489,2.567,2.8,ml,,60,,0.48,us,usc000twjk,2015-05-28T00:48:38.040Z,"20km SSE of Medford, Oklahoma",earthquake,1.2,7,,,reviewed,tul,tul
2015,3,8,36.63,-97.66,5,2.7,ml,,,,0.77,us,usc000twin,2015-05-28T00:48:38.040Z,"20km SSE of Medford, Oklahoma",earthquake,1.4,7.3,,,reviewed,tul,tul
2015,3,8,36.0034,-97.0607,4.248,2.6,ml,,94,,0.8,us,usc000twn5,2015-05-28T00:48:38.040Z,"4km NW of Perkins, Oklahoma",earthquake,1.1,7.4,,,reviewed,tul,tul
2015,3,7,36.6269,-97.6678,5.417,3.1,mwr,,48,,0.63,us,usc000twg8,2015-05-28T00:48:37.040Z,"20km SSE of Medford, Oklahoma",earthquake,1.7,7.8,,5,reviewed,tul,slm
2015,3,7,36.6023,-97.635,4.805,2.7,ml,,70,,0.39,us,us10001l1c,2015-05-28T00:48:37.040Z,"24km SSE of Medford, Oklahoma",earthquake,1.5,3.3,,,reviewed,tul,tul
2015,3,7,36.5974,-97.6328,5.878,3.7,mwr,,47,,0.8,us,usc000twf8,2015-05-28T00:48:37.040Z,"24km SSE of Medford, Oklahoma",earthquake,1.6,7.3,0.048,41,reviewed,tul,us
2015,3,7,36.5987,-97.6196,5.692,3,ml,,65,,0.54,us,usc000twem,2015-05-28T00:48:37.040Z,"25km SSE of Medford, Oklahoma",earthquake,2.8,7.7,,,reviewed,tul,tul
